Division,District,Upazila,Area (km²),Population,Pop. Density (/km²),Urban Pop. %,Main Economic Activity,Literacy Rate (%),Primary Schools,Secondary Schools,Colleges/Univ.,Madrasas,Net Enrolment Rate (%),District Hospitals,Upazila Health Complexes,Community Clinics,Registered Doctors,Nurses/Midwives,Immunisation Coverage (%),MMR (per 100k live births),Paved Road (% of total),Total Road Length (km),Electricity Access (%),Internet Penetration (%),Mobile Coverage (%),Bank Branches,Weekly Markets (Haats),Cultivable Land (%),Irrigated Land (%),Rice,Jute,Wheat,Vegetables,Fisheries,Tea,Agri Households (%),Safe Water Access (%),Improved Sanitation (%),Arsenic Risk Level,Surface Water Dependency,Water Treatment Plants,Open Defecation (%),Flood Risk,Cyclone Risk,Drought Risk,Riverbank Erosion,Climate Vulnerability,Disaster Mgmt (UDMCs),Cyclone Shelters,No. of Unions,Pourashava (Municipality),Pourashava Wards,Parliamentary Constituency,Land Registration Offices,Police Stations/Outposts,Poverty Rate (%),HDI Index,Remittance Dependency,NGO Presence (count),Microfinance Institutions,Food Security Level,Labour Force (est.),Unemployment Rate (%),Agriculture Workers (%),Industry Workers (%),Service Workers (%),RMG Presence,Informal Economy (%),Child Labour (%),Overseas Migration,Sex Ratio (F per 100M),Child Marriage Rate (%),Women's Education (%),Female Labour Force (%),Women in Local Govt (%),Skilled Birth Attendance (%),Girls in School (%),GBV Support Centre,Highway Length (km),Railway Station,River/Launch Port,Ferry Service,Airport/Airstrip,Bus Terminal,Major Bridges,Key River(s),Nearest Seaport,Avg. Household Size,Pucca Housing (%),Semi-Pucca Housing (%),Kutcha Housing (%),Overcrowding (%),TV Ownership (%),Mobile Phone Ownership (%),Primary Cooking Fuel,Avg. Rooms per HH,Muslim (%),Hindu (%),Buddhist (%),Christian & Other (%),Ethnic/Indigenous Groups,Primary Language(s),Smartphone Users (%),Mobile Financial Services (%),E-Commerce Activity,Digital Service Centres,Internet Cafes,Online Banking Users (%),Registered Freelancers,4G Coverage,MFS Agent Points
Khulna,Kushtia,Kumarkhali,263.05,298000,1133,22,"Agriculture, Industry",69.0,135,37,8,17,75.2,4,5,14,106,163,79.0,264,52,444.2,54.1,43.4,76.0,10,17,53.7,65.4,Yes,Yes,Some,Yes,Some,No,50.3,84.7,48.5,Low,Yes,2,11.3,Very High,Very High,Low,Low,Very High,UDMCs,10,8,1,14.0,Constituency 277,1,3,29.2,0.609,Medium,14,14,Medium,151227,2.6,41.0,24.0,35.0,Some,80.6,7.7,Medium,95.3,35.8,65.5,29.7,36.1,72.1,49.7,Partial,17.1,No,Yes,Yes,No,Yes,5,"Rupsha, Bhairab, Passur, Kobadak",Mongla,4.05,12.7,40.2,47.1,27.0,47.7,73.4,Biomass/Wood,3.5,85.1,12.1,0.3,2.4,Bengali,Bengali (Standard),37.1,54.0,Low,3,4,26.5,56,Partial,62
Khulna,Kushtia,Mirpur,285.82,248000,868,16,Agriculture,67.6,99,34,6,16,74.9,3,5,11,96,194,81.0,283,24,627.0,60.9,38.1,72.3,9,17,76.0,41.9,Yes,Yes,Some,Yes,Some,No,50.5,68.2,61.5,Low,Yes,1,9.7,Very High,Very High,Low,Medium,Very High,UDMCs,16,12,0,,Constituency 278,1,3,26.6,0.576,Medium,11,12,Medium,124212,4.6,52.8,5.0,42.2,No,75.9,8.5,Low,97.3,43.1,57.4,37.8,38.4,74.7,51.6,Partial,14.9,Yes,Yes,Yes,No,Partial,4,"Rupsha, Bhairab, Passur, Kobadak",Mongla,4.12,17.7,37.5,44.8,35.1,40.9,73.8,Biomass/Wood,2.9,93.7,10.8,0.7,0.0,Bengali,Bengali (Standard),41.8,53.4,Low,3,4,30.4,29,Partial,67
Khulna,Magura,Magura Sadar,435.2,368000,846,38,"Trade, Agriculture",64.2,144,51,10,27,73.6,3,7,18,99,254,82.3,251,38,613.8,79.1,51.7,84.6,10,22,44.0,40.4,Yes,Yes,Some,Yes,Some,No,44.1,71.4,86.7,Medium,Yes,1,4.0,Very High,Very High,Low,Low,Very High,UDMCs,22,15,1,9.0,Constituency 279,2,4,15.6,0.625,Low,13,17,High,190097,6.3,40.5,23.4,36.1,Some,73.1,8.0,Medium,97.9,37.0,66.6,25.9,31.3,77.3,48.0,Yes,61.7,No,Yes,Yes,No,Yes,7,"Rupsha, Bhairab, Passur, Kobadak",Mongla,4.67,46.5,27.2,26.3,26.6,66.7,77.5,LPG/Biomass,2.4,85.5,13.9,0.9,0.0,Bengali,Bengali (Standard),50.7,57.6,Medium,5,7,40.9,127,Partial,107
Khulna,Magura,Mohammadpur,255.32,198000,776,15,Agriculture,65.6,80,22,5,10,77.3,2,4,10,77,143,77.9,313,34,596.5,58.2,34.5,74.9,7,13,55.4,40.0,Yes,Yes,Some,Yes,Some,No,56.9,60.8,58.5,Medium,Yes,0,13.3,Very High,Very High,Low,Low,Very High,Partial,6,9,0,,Constituency 280,1,2,21.4,0.611,Low,9,7,Medium,100990,5.1,42.4,18.3,39.3,No,87.4,9.0,Medium,94.9,41.9,57.9,33.5,37.8,73.8,49.8,No,38.9,Yes,Yes,Yes,No,Yes,4,"Rupsha, Bhairab, Passur, Kobadak",Mongla,4.34,31.5,20.1,48.4,33.9,61.2,79.4,Biomass/Wood,3.1,86.8,12.4,0.7,0.0,Bengali,Bengali (Standard),31.9,47.4,Low,2,0,16.6,2,Limited,39
Khulna,Magura,Shalikha,192.17,148000,770,14,Agriculture,61.3,55,21,3,8,73.2,1,2,7,50,94,82.6,274,22,393.1,66.2,44.4,74.6,4,9,49.8,34.4,Yes,Yes,Some,Yes,Some,No,53.5,69.1,69.1,Medium,Yes,0,10.4,Very High,Very High,Low,Low,Very High,Partial,8,6,1,14.0,Constituency 281,1,2,18.7,0.628,Low,5,6,High,68641,5.5,52.7,18.1,29.2,No,72.6,9.8,Low,95.3,38.9,54.3,33.2,34.0,78.8,50.7,No,50.0,Yes,Yes,Yes,No,Partial,3,"Rupsha, Bhairab, Passur, Kobadak",Mongla,4.46,23.1,32.4,44.5,34.5,54.1,72.6,Biomass/Wood,3.5,87.4,6.0,0.6,5.9,Bengali,Bengali (Standard),36.0,49.7,Low,1,0,29.8,8,Limited,33
Khulna,Magura,Sreepur,208.35,168000,807,15,Agriculture,72.2,73,19,4,12,72.7,1,3,8,69,114,75.4,287,45,457.3,55.3,27.4,83.9,5,9,58.3,15.8,Yes,Yes,Some,Yes,Some,No,60.8,73.4,81.4,Medium,Yes,0,8.8,Very High,Very High,Low,Medium,Very High,UDMCs,10,6,0,,Constituency 282,1,2,30.6,0.621,Low,12,9,Medium,80367,5.6,46.3,15.0,38.7,No,84.6,9.0,Medium,104.9,40.3,58.1,39.8,37.8,71.7,51.8,No,31.1,Yes,Yes,Yes,No,Yes,3,"Rupsha, Bhairab, Passur, Kobadak",Mongla,4.32,29.5,44.2,26.3,22.7,53.6,76.0,Biomass/Wood,3.4,87.7,9.2,0.9,2.1,Bengali,Bengali (Standard),45.0,63.8,Low,2,0,27.0,2,Limited,42
Khulna,Meherpur,Gangni,292.28,218000,746,16,Agriculture,69.9,87,23,4,13,79.3,2,5,10,81,140,78.2,295,44,272.3,76.0,35.7,76.9,7,12,70.1,39.4,Yes,Yes,Some,Yes,Some,No,58.9,69.4,65.8,Low,Yes,0,10.7,Very High,Very High,Low,Medium,Very High,UDMCs,7,13,0,,Constituency 283,1,3,21.1,0.616,Low,9,12,Medium,101072,5.3,44.9,7.6,47.5,No,82.9,10.4,Low,98.4,44.2,62.3,40.7,32.1,76.9,50.8,Partial,19.8,No,Yes,Yes,No,Yes,3,"Rupsha, Bhairab, Passur, Kobadak",Mongla,3.76,23.9,32.0,44.1,37.9,43.9,81.3,Biomass/Wood,3.5,86.4,13.2,0.4,0.0,Bengali,Bengali (Standard),35.5,42.9,Low,2,5,16.9,8,Partial,44
Khulna,Meherpur,Meherpur Sadar,289.56,248000,857,28,"Trade, Agriculture",65.8,102,31,5,17,75.7,3,4,11,67,173,90.2,281,53,410.2,62.4,44.5,80.0,6,15,50.3,22.1,Yes,Yes,Some,Yes,Some,No,49.3,73.9,76.9,Low,Yes,1,7.8,Very High,Very High,Low,Medium,Very High,UDMCs,8,11,1,13.0,Constituency 284,1,3,23.0,0.611,Medium,20,11,Medium,122730,3.9,41.5,18.4,40.1,Some,69.7,7.0,Low,104.8,42.1,60.7,37.2,33.5,74.3,51.6,Partial,11.9,Yes,Yes,Yes,No,Yes,5,"Rupsha, Bhairab, Passur, Kobadak",Mongla,3.85,36.6,36.7,26.7,39.7,50.6,73.7,LPG/Biomass,2.9,91.6,12.6,1.0,0.0,Bengali,Bengali (Standard),51.0,62.9,Low,3,3,14.1,37,Partial,55
Khulna,Meherpur,Mujibnagar,86.71,78000,900,14,Agriculture,74.5,33,9,1,5,86.4,1,1,3,18,59,81.6,298,56,125.2,56.8,46.4,81.8,2,5,67.7,51.0,Yes,Yes,Some,Yes,Some,No,59.3,68.9,65.1,Medium,Yes,0,6.0,Very High,Very High,Low,Low,Very High,UDMCs,3,4,0,,Constituency 285,1,1,26.2,0.608,Low,4,4,Medium,40435,4.0,41.7,10.8,47.5,No,76.2,9.4,Low,99.0,43.7,59.2,34.9,32.1,70.9,49.8,No,35.5,No,Yes,Yes,No,Partial,1,"Rupsha, Bhairab, Passur, Kobadak",Mongla,4.2,24.2,23.9,51.9,34.7,38.4,74.4,Biomass/Wood,3.9,92.7,11.4,0.8,0.0,Bengali,Bengali (Standard),26.6,59.1,Low,1,0,9.0,3,Limited,20
Khulna,Narail,Kalia,296.41,248000,838,16,Agriculture,62.2,93,33,5,17,72.0,2,4,12,70,168,87.9,287,32,651.0,53.3,33.6,72.1,8,17,61.0,62.8,Yes,Yes,Some,Yes,Some,No,56.3,77.3,78.2,Low,Yes,1,12.9,Very High,Very High,Low,Low,Very High,UDMCs,16,11,0,,Constituency 286,1,3,30.0,0.604,Medium,15,14,Medium,125270,4.6,48.4,19.6,32.0,No,69.3,10.4,Medium,97.9,45.6,51.7,36.8,38.2,64.4,52.6,Partial,17.7,Yes,Yes,Yes,No,Yes,4,"Rupsha, Bhairab, Passur, Kobadak",Mongla,4.27,21.1,31.6,47.3,31.8,48.8,78.3,Biomass/Wood,3.4,93.4,11.9,0.2,0.0,Bengali,Bengali (Standard),44.8,78.9,Low,3,5,22.6,11,Partial,62
Khulna,Narail,Lohagara,263.5,198000,752,15,Agriculture,73.5,86,26,5,10,72.7,2,4,9,52,140,90.7,286,54,287.3,48.8,40.0,73.4,6,14,63.7,71.3,Yes,Yes,Some,Yes,Some,No,52.3,85.8,58.7,Low,Yes,0,6.0,Very High,Very High,Low,Medium,Very High,UDMCs,14,9,0,,Constituency 287,1,2,26.6,0.614,Low,9,8,Medium,95566,3.2,54.9,11.2,33.9,No,76.9,6.8,Medium,95.8,37.2,58.3,36.5,28.3,67.4,48.3,No,32.6,Yes,Yes,Yes,No,Yes,3,"Rupsha, Bhairab, Passur, Kobadak",Mongla,4.24,16.4,38.1,45.5,32.5,47.6,75.2,Biomass/Wood,2.4,91.9,6.4,0.2,1.4,Bengali,Bengali (Standard),42.8,71.7,Low,2,0,15.6,16,Limited,33
Khulna,Narail,Narail Sadar,365.41,298000,815,32,"Trade, Agriculture",60.5,129,40,7,21,77.3,4,5,16,72,192,84.8,277,72,622.6,56.5,32.3,75.8,7,19,50.5,65.6,Yes,Yes,Some,Yes,Some,No,51.5,79.6,71.4,Low,Yes,1,10.5,Very High,Very High,Low,Medium,Very High,UDMCs,18,14,1,14.0,Constituency 288,2,3,26.1,0.634,Medium,17,11,Medium,140682,4.3,39.1,18.6,42.3,Some,77.1,9.2,Medium,100.3,37.8,66.6,42.4,36.3,77.1,52.0,Yes,52.4,No,Yes,Yes,No,Yes,6,"Rupsha, Bhairab, Passur, Kobadak",Mongla,3.67,33.7,34.4,31.9,42.9,55.2,81.9,LPG/Biomass,3.8,87.0,12.1,0.0,0.8,Bengali,Bengali (Standard),43.4,64.0,Medium,3,7,26.5,78,Partial,84
Khulna,Satkhira,Assasuni,430.31,248000,577,14,"Agriculture, Shrimp",66.0,103,32,7,14,71.9,3,5,12,87,184,83.5,293,25,436.7,60.4,22.6,80.4,6,18,63.5,61.6,Yes,Yes,Some,Yes,Yes,No,54.0,60.0,53.1,Low,Yes,0,12.6,Very High,Very High,Low,Low,Very High,UDMCs,11,17,0,,Constituency 289,2,3,28.5,0.602,Low,9,14,Medium,126501,5.3,57.8,9.0,33.2,No,81.7,10.6,Low,94.3,41.1,49.9,28.2,33.9,64.8,55.2,No,45.6,No,Yes,Yes,No,Partial,8,"Rupsha, Bhairab, Passur, Kobadak",Mongla,4.58,24.3,33.6,42.1,37.8,62.0,76.5,Biomass/Wood,3.0,86.0,8.5,0.9,4.5,Bengali,Bengali (Standard),42.3,58.2,Low,3,0,28.5,32,Limited,71
Khulna,Satkhira,Debhata,285.63,178000,623,13,"Agriculture, Shrimp",67.5,80,19,3,10,72.2,2,2,8,54,112,86.0,320,56,572.0,59.6,42.5,73.7,7,13,57.7,26.3,Yes,Yes,Some,Yes,Yes,No,48.5,58.7,60.1,Medium,Yes,1,10.7,Very High,Very High,Low,Medium,Very High,UDMCs,9,10,0,,Constituency 290,1,2,26.8,0.596,Medium,10,7,Medium,89374,5.2,51.8,13.1,35.1,No,69.0,8.2,Medium,105.4,44.3,56.8,30.4,31.9,68.5,53.9,No,34.1,Yes,Yes,Yes,No,Yes,4,"Rupsha, Bhairab, Passur, Kobadak",Mongla,4.88,13.0,33.7,53.3,31.3,48.4,76.9,Biomass/Wood,2.0,90.3,9.2,0.5,0.0,Bengali,Bengali (Standard),36.6,64.7,Low,2,0,35.6,1,Limited,33
Khulna,Satkhira,Kalaroa,356.88,298000,836,16,Agriculture,72.0,115,40,8,22,79.8,3,6,14,77,214,80.3,291,40,452.8,56.9,15.9,80.4,11,22,56.3,77.5,Yes,Yes,Some,Yes,Some,No,62.4,80.8,67.5,Low,Yes,1,11.7,Very High,Very High,Low,Medium,Very High,UDMCs,7,13,0,,Constituency 291,2,3,22.9,0.634,Low,10,12,Medium,143970,5.0,42.7,13.6,43.7,No,80.2,8.7,Low,99.9,47.0,59.2,36.9,35.4,75.6,52.5,Partial,37.6,No,Yes,Yes,No,Yes,7,"Rupsha, Bhairab, Passur, Kobadak",Mongla,4.68,24.1,29.1,46.8,34.6,41.3,78.2,Biomass/Wood,3.1,91.0,10.0,0.5,0.0,Bengali,Bengali (Standard),46.0,62.5,Low,3,3,8.2,29,Partial,88
Khulna,Satkhira,Kaliganj,430.15,248000,577,14,"Agriculture, Shrimp",68.0,88,28,5,17,71.6,3,5,11,94,173,87.2,272,31,971.5,65.7,29.4,74.0,6,18,51.6,42.8,Yes,Yes,Some,Yes,Yes,No,65.9,67.3,60.1,Medium,Yes,1,6.3,Very High,Very High,Low,Low,Very High,UDMCs,18,13,0,,Constituency 292,2,3,26.7,0.633,Low,19,10,Medium,119475,4.0,36.7,14.0,49.3,No,80.8,6.9,Low,101.1,37.5,61.9,37.6,30.9,71.0,51.4,No,41.6,Yes,Yes,Yes,No,Partial,8,"Rupsha, Bhairab, Passur, Kobadak",Mongla,4.53,28.2,25.5,46.3,37.4,47.9,71.1,Biomass/Wood,2.0,85.6,9.9,0.6,3.8,Bengali,Bengali (Standard),40.5,67.9,Low,3,0,24.1,0,Limited,70
Khulna,Satkhira,Satkhira Sadar,464.16,468000,1008,38,"Trade, Agriculture",68.3,168,65,10,29,75.1,5,10,25,201,285,79.7,247,76,501.6,70.7,56.3,82.5,15,31,44.8,56.6,Yes,Yes,Some,Yes,Some,No,37.5,77.8,86.8,Medium,Yes,2,8.6,Very High,Very High,Low,Low,Very High,Partial,29,14,1,12.0,Constituency 293,3,5,24.3,0.639,Low,24,21,Medium,232800,5.3,42.8,30.7,26.5,Some,74.0,5.9,Medium,102.5,33.5,60.4,31.1,37.7,77.3,51.0,Yes,42.4,Yes,Yes,Yes,No,Yes,7,"Rupsha, Bhairab, Passur, Kobadak",Mongla,3.64,32.2,37.4,30.4,25.5,60.7,82.8,LPG/Biomass,3.4,88.7,8.1,0.8,2.3,Bengali,Bengali (Standard),55.3,56.5,Medium,6,11,26.9,163,Partial,119
Khulna,Satkhira,Shyamnagar,1768.28,198000,112,12,"Fishing, Shrimp, Forestry",68.7,82,26,5,11,65.3,2,3,9,68,133,78.2,294,51,4307.0,52.8,35.4,73.7,6,15,57.2,57.6,Yes,Yes,Some,Yes,Yes,No,60.6,65.0,64.8,Low,Yes,1,6.0,Very High,Very High,Low,Low,Very High,Partial,10,84,1,12.0,Constituency 294,11,2,27.6,0.635,Medium,14,8,Medium,99613,3.0,40.0,14.7,45.3,No,76.9,9.7,Low,103.4,47.1,62.0,39.4,31.1,74.2,51.7,No,49.3,No,Yes,Yes,No,Partial,30,"Rupsha, Bhairab, Passur, Kobadak",Mongla,4.22,23.3,30.6,46.1,31.8,42.6,77.4,Biomass/Wood,3.8,88.2,7.2,1.0,3.5,Bengali,Bengali (Standard),46.7,37.9,Low,3,0,23.4,8,Limited,33
Khulna,Satkhira,Tala,320.14,248000,775,15,Agriculture,68.4,91,35,5,15,79.9,3,4,12,93,197,82.3,288,54,635.9,53.4,23.3,78.9,9,18,58.2,37.9,Yes,Yes,Some,Yes,Some,No,57.3,71.9,65.5,Low,Yes,1,9.6,Very High,Very High,Low,Medium,Very High,Partial,10,13,0,,Constituency 295,2,3,17.2,0.609,Low,24,13,High,117845,5.1,49.2,5.0,45.8,No,81.5,9.1,Low,104.9,46.4,56.3,38.8,31.0,64.7,50.5,No,45.2,Yes,Yes,Yes,No,Yes,6,"Rupsha, Bhairab, Passur, Kobadak",Mongla,4.49,24.5,33.1,42.4,35.6,48.5,75.8,Biomass/Wood,3.4,85.3,13.1,0.1,1.4,Bengali,Bengali (Standard),47.0,69.2,Low,3,0,19.5,22,Limited,46
Mymensingh,Jamalpur,Baksiganj,193.48,218000,1127,16,Agriculture,64.1,82,26,6,16,81.1,2,4,11,94,140,81.3,301,48,385.9,60.6,27.0,74.4,8,16,62.3,55.8,Yes,Yes,Some,Yes,Some,No,49.4,78.8,62.1,High,Yes,0,7.4,High,Low,Low,High,High,UDMCs,13,8,1,13.0,Constituency 296,1,3,37.0,0.6,Low,10,11,Low,111530,3.4,44.7,15.1,40.2,No,77.8,10.5,Low,95.0,39.5,58.6,22.1,31.8,57.2,52.9,Partial,13.2,No,Yes,Yes,No,Partial,3,"Brahmaputra, Someswari, Netai",Chittagong,5.04,25.1,36.4,38.5,31.0,41.1,79.2,Biomass/Wood,2.8,88.5,13.2,0.1,0.0,Bengali,Bengali (Standard),20.6,61.0,Low,2,4,20.1,13,Partial,46
Mymensingh,Jamalpur,Dewanganj,329.01,298000,906,16,Agriculture,62.1,125,35,8,22,76.1,3,6,13,81,181,82.4,292,41,603.9,45.9,16.8,67.1,10,22,59.3,36.6,Yes,Yes,Some,Yes,Some,No,58.1,68.5,61.1,High,Yes,1,6.3,High,Low,Low,High,High,Partial,11,14,1,15.0,Constituency 297,2,3,21.3,0.574,Low,12,14,Medium,153685,6.0,48.2,23.0,28.8,No,79.5,10.0,Low,105.2,37.0,57.9,40.7,37.4,68.3,51.4,Partial,22.1,No,No,No,No,Yes,5,"Brahmaputra, Someswari, Netai",Chittagong,4.23,22.8,33.2,44.0,45.7,36.5,74.2,Biomass/Wood,2.5,91.7,10.8,0.6,0.0,Bengali,Bengali (Standard),30.7,65.1,Low,4,8,27.3,33,Partial,75
Mymensingh,Jamalpur,Islampur,326.13,348000,1067,18,"Agriculture, Trade",69.6,130,40,9,21,71.3,4,5,18,104,252,77.3,283,42,385.7,71.5,41.0,63.3,11,22,47.2,45.4,Yes,Yes,Some,Yes,Some,No,66.7,66.3,72.1,High,Yes,2,6.9,High,Low,Low,High,High,UDMCs,10,14,0,,Constituency 298,2,4,20.8,0.556,Medium,30,20,Medium,162041,5.9,47.1,14.6,38.3,No,75.2,6.7,Medium,97.7,45.6,53.9,28.4,32.5,64.7,50.1,Partial,11.4,Yes,No,No,No,Partial,7,"Brahmaputra, Someswari, Netai",Chittagong,4.38,28.0,36.4,35.6,28.2,46.5,79.5,Biomass/Wood,2.6,93.9,9.3,0.6,0.0,Bengali,Bengali (Standard),29.8,60.2,Low,3,7,25.6,2,Partial,75
Mymensingh,Jamalpur,Jamalpur Sadar,453.2,548000,1209,45,"Trade, Services",63.9,217,62,13,42,77.9,5,9,26,164,390,91.3,227,50,449.8,69.5,52.7,79.1,18,40,55.2,33.9,Yes,Yes,Some,Yes,Some,No,38.9,72.4,70.3,High,Yes,1,8.5,High,Low,Low,High,High,UDMCs,25,18,1,17.0,Constituency 299,3,6,21.7,0.594,Low,39,21,Medium,281678,3.9,37.4,24.2,38.4,Some,70.3,5.2,Medium,98.3,30.7,62.6,36.8,31.8,85.8,49.3,Yes,25.3,No,Yes,No,No,Yes,7,"Brahmaputra, Someswari, Netai",Chittagong,4.28,32.7,31.0,36.3,30.6,56.5,87.5,LPG/Biomass,3.6,92.8,8.3,0.6,0.0,Bengali,Bengali (Standard),42.2,63.4,Medium,5,8,35.7,240,Full,141
Mymensingh,Jamalpur,Madarganj,225.94,248000,1098,16,Agriculture,61.7,102,31,5,17,71.0,3,5,13,84,154,76.8,278,24,295.7,59.5,38.3,74.7,7,15,59.4,59.4,Yes,Yes,Some,Yes,Some,No,39.4,72.6,58.0,High,Yes,1,12.2,High,Low,Low,High,High,Partial,13,8,0,,Constituency 300,1,3,36.4,0.563,Medium,22,12,Low,116731,3.0,49.3,14.7,36.0,No,76.1,10.6,Low,95.1,37.4,65.5,36.1,36.9,76.7,52.8,Partial,43.9,No,No,No,No,Partial,3,"Brahmaputra, Someswari, Netai",Chittagong,4.98,27.6,32.7,39.7,33.3,37.3,78.0,Biomass/Wood,3.6,93.8,9.6,0.9,0.0,Bengali,Bengali (Standard),30.2,54.0,Low,3,6,20.3,2,Partial,51
Mymensingh,Jamalpur,Melandaha,267.65,298000,1113,16,Agriculture,56.8,103,36,8,16,72.2,3,6,15,87,216,78.8,307,57,506.7,52.8,34.0,74.0,9,20,70.7,64.7,Yes,Yes,Some,Yes,Some,No,59.2,62.9,62.7,High,Yes,1,9.1,High,Low,Low,High,High,Partial,12,12,0,,Constituency 301,1,3,30.3,0.573,Medium,19,10,Medium,140200,6.3,46.2,19.5,34.3,No,77.2,9.1,Medium,94.7,46.3,61.8,31.3,36.8,67.1,54.5,Partial,7.5,No,No,Yes,No,Yes,4,"Brahmaputra, Someswari, Netai",Chittagong,4.44,25.9,44.1,30.0,32.7,50.2,75.7,Biomass/Wood,2.5,88.7,8.7,0.8,1.7,Bengali,Bengali (Standard),41.7,65.9,Low,3,6,17.6,10,Partial,67
Mymensingh,Jamalpur,Sarishabari,261.43,298000,1140,18,"Agriculture, Handloom",62.8,121,42,7,23,73.3,4,6,16,90,235,87.1,299,40,367.2,57.3,29.3,75.3,11,17,61.6,59.4,Yes,Yes,Some,Yes,Some,No,52.2,75.6,71.0,High,Yes,1,12.2,High,Low,Low,High,High,UDMCs,9,8,0,,Constituency 302,1,3,32.5,0.563,Low,21,16,Medium,148436,4.0,45.4,27.4,27.2,No,88.1,9.6,Medium,95.7,38.6,55.4,41.3,32.1,77.1,51.7,Partial,31.0,Yes,No,No,No,Partial,4,"Brahmaputra, Someswari, Netai",Chittagong,4.03,13.1,38.2,48.7,21.9,57.4,76.0,Biomass/Wood,2.8,89.9,12.1,0.4,0.0,Bengali,Bengali (Standard),37.9,51.8,Low,4,4,28.3,36,Partial,64
Mymensingh,Mymensingh,Bhaluka,350.96,468000,1334,28,"Industry, Agriculture",67.5,170,66,10,33,70.9,4,11,23,188,320,77.1,250,40,341.2,65.3,35.6,77.7,15,26,55.9,47.0,Yes,Yes,Some,Yes,Some,No,44.6,60.3,65.3,High,Some,3,9.9,High,Low,Low,High,High,Partial,18,13,1,10.0,Constituency 303,2,5,19.5,0.552,Medium,44,16,High,234166,3.2,45.7,21.3,33.0,Some,74.5,6.8,Medium,97.0,32.0,58.9,27.2,34.1,68.4,52.2,Partial,54.4,Yes,Yes,No,No,Yes,6,"Brahmaputra, Someswari, Netai",Chittagong,3.75,32.3,36.7,31.0,37.4,56.4,70.0,LPG/Biomass,3.9,86.1,6.1,0.0,7.7,Bengali,Bengali (Standard),36.8,54.4,Low,6,8,21.9,122,Partial,125
Mymensingh,Mymensingh,Dhobaura,225.05,168000,747,12,Agriculture,63.3,68,21,4,13,72.0,2,3,8,40,108,85.3,301,23,366.5,64.1,40.7,75.2,5,10,59.6,43.2,Yes,Yes,Some,Yes,Some,No,54.4,54.4,65.7,High,Yes,0,11.7,High,Low,Low,High,High,Partial,5,8,0,,Constituency 304,1,2,22.5,0.591,Medium,14,7,Medium,80043,2.9,52.7,25.5,21.8,No,76.6,9.9,Low,98.3,40.3,55.2,24.9,30.2,67.9,50.1,No,7.1,Yes,No,No,No,Yes,4,"Brahmaputra, Someswari, Netai",Chittagong,4.17,23.0,34.1,42.9,44.8,35.7,74.4,Biomass/Wood,3.5,86.1,12.8,0.2,0.8,Bengali,Bengali (Standard),41.2,53.5,Low,1,0,19.5,0,Limited,41
Mymensingh,Mymensingh,Fulbaria,349.19,348000,998,16,Agriculture,64.5,155,39,10,27,72.0,3,6,18,96,213,88.0,279,27,761.1,66.6,39.7,78.6,13,20,54.6,50.0,Yes,Yes,Some,Yes,Some,No,51.6,60.1,65.4,High,Yes,2,12.8,High,Low,Low,High,High,UDMCs,22,14,1,10.0,Constituency 305,2,4,40.7,0.577,Medium,29,15,Low,160493,3.8,42.3,16.6,41.1,No,69.1,10.1,Low,96.0,38.7,59.2,29.6,36.5,74.7,47.5,Partial,23.4,No,Yes,No,No,Partial,4,"Brahmaputra, Someswari, Netai",Chittagong,4.1,22.7,33.7,43.6,36.2,42.6,79.1,Biomass/Wood,3.3,89.4,7.9,0.6,2.0,Bengali,Bengali (Standard),31.2,58.6,Low,5,8,30.2,36,Partial,56
Mymensingh,Mymensingh,Gaffargaon,344.91,398000,1154,20,"Agriculture, Trade",59.3,180,56,11,30,77.5,5,7,18,131,265,87.3,300,36,530.4,54.3,47.5,77.0,10,25,54.1,37.2,Yes,Yes,Some,Yes,Some,No,59.5,70.4,43.6,High,Some,2,8.6,High,Low,Low,High,High,Partial,20,11,0,,Constituency 306,2,4,30.2,0.558,Low,20,20,Medium,193617,4.3,53.5,20.5,26.0,No,84.6,10.2,Medium,104.4,37.2,56.0,30.2,32.4,70.7,55.0,Partial,43.2,Yes,No,No,No,Partial,6,"Brahmaputra, Someswari, Netai",Chittagong,4.18,31.2,37.1,31.7,34.7,65.2,77.6,Biomass/Wood,3.3,85.2,6.4,0.8,7.5,Bengali,Bengali (Standard),36.1,56.5,Low,4,8,28.2,56,Partial,107
Mymensingh,Mymensingh,Gauripur,252.01,298000,1183,18,Agriculture,67.9,105,42,6,23,74.2,4,6,14,115,170,87.9,267,51,587.6,65.0,36.8,78.4,9,21,54.1,66.9,Yes,Yes,Some,Yes,Some,No,43.8,72.4,50.5,High,Some,1,11.0,High,Low,Low,High,High,Partial,13,10,0,,Constituency 307,1,3,38.7,0.553,Medium,12,16,Low,148833,4.4,36.9,11.2,51.9,No,80.2,7.8,Medium,97.4,43.5,55.4,28.4,34.2,70.8,52.4,Partial,45.2,No,No,No,No,Yes,4,"Brahmaputra, Someswari, Netai",Chittagong,4.26,28.8,24.1,47.1,33.6,55.1,83.5,Biomass/Wood,3.7,88.6,12.9,0.8,0.0,Bengali,Bengali (Standard),35.0,42.4,Low,4,5,20.5,46,Partial,60
